MainText,Label,CleanText
Thought praps you meant another one. Goodo! I'll look tomorrow,ham,thought praps meant another one goodo ill look tomorrow
"Hi Jon, Pete here, Ive bin 2 Spain recently & hav sum dinero left, Bill said u or ur rents mayb interested in it, I hav 12,000pes, so around £48, tb, James.",ham,hi jon pete ive bin 2 spain recently hav sum dinero left bill said u ur rents mayb interested hav 12000pes around £48 tb james
There bold 2  &lt;#&gt; . Is that yours,ham,bold 2 ltgt
You know there is. I shall speak to you in  &lt;#&gt;  minutes then,ham,know shall speak ltgt minutes
"""ALRITE HUNNY!WOT U UP 2 2NITE? DIDNT END UP GOIN DOWN TOWN JUS DA PUB INSTEAD! JUS CHILLIN AT DA MO IN ME BEDROOM!LOVE JEN XXX.""",ham,alrite hunnywot u 2 2nite didnt end goin town jus da pub instead jus chillin da mo bedroomlove jen xxx
I went to project centre,ham,went project centre
As per your request 'Maangalyam (Alaipayuthe)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune,ham,per request maangalyam alaipayuthe set callertune callers press 9 copy friends callertune
Lol yeah at this point I guess not,ham,lol yeah point guess
Doing project w frens lor.,ham,project w frens lor
Lol. Well quality aint bad at all so i aint complaining,ham,lol well quality aint bad aint complaining
"K, can that happen tonight?",ham,k happen tonight
"Hi, this is Mandy Sullivan calling from HOTMIX FM...you are chosen to receive £5000.00 in our Easter Prize draw.....Please telephone 09041940223 to claim before 29/03/05 or your prize will be transferred to someone else....",smish,hi mandy sullivan calling hotmix fmyou chosen receive £500000 easter prize drawplease telephone 09041940223 claim 290305 prize transferred someone else
"I think we're going to finn's now, come",ham,think going finns come
Why tired what special there you had,ham,tired special
I will come tomorrow di,ham,come tomorrow di
I cant pick the phone right now. Pls send a message,ham,cant pick phone right pls send message
K go and sleep well. Take rest:-).,ham,k go sleep well take rest
U guys never invite me anywhere :(,ham,u guys never invite anywhere
UR GOING 2 BAHAMAS! CallFREEFONE 08081560665 and speak to a live operator to claim either Bahamas cruise of£2000 CASH 18+only. To opt out txt X to 07786200117,smish,ur going 2 bahamas callfreefone 08081560665 speak live operator claim either bahamas cruise of£2000 cash 18only opt txt x 07786200117
I can do that! I want to please you both inside and outside the bedroom...,ham,want please inside outside bedroom
"""EY! CALM DOWNON THEACUSATIONS.. ITXT U COS IWANA KNOW WOTU R DOIN AT THEW/END... HAVENTCN U IN AGES..RING ME IF UR UP4 NETHING SAT.LOVE J XXX.""",ham,ey calm downon theacusations itxt u cos iwana know wotu r doin thewend haventcn u agesring ur up4 nething satlove j xxx
I love to wine and dine my lady!,ham,love wine dine lady
Someone has conacted our dating service and entered your phone because they fancy you!To find out who it is call from landline 09111030116. PoBox12n146tf15,smish,someone conacted dating service entered phone fancy youto find call landline 09111030116 pobox12n146tf15
"Im cool ta luv but v.tired 2 cause i have been doin loads of planning all wk, we have got our social services inspection at the nursery! Take care & spk sn x.",ham,im cool ta luv vtired 2 cause doin loads planning wk got social services inspection nursery take care spk sn x
I don know account details..i will ask my mom and send you.my mom is out of reach now.,ham,know account detailsi ask mom send youmy mom reach
I think u have the wrong number.,ham,think u wrong number
Feel Yourself That You Are Always Happy.. Slowly It Becomes Your Habit &amp; Finally It Becomes Part Of Your Life.. Follow It.. Happy Morning &amp; Have A Happy Day:),ham,feel always happy slowly becomes habit amp finally becomes part life follow happy morning amp happy day
DO NOT B LATE LOVE MUM,ham,b late love mum
Got it..mail panren paru..,ham,got itmail panren paru
* Was thinking about chuckin ur red green n black trainners 2 save carryin them bac on train,ham,thinking chuckin ur red green n black trainners 2 save carryin bac train
Give one miss from that number please,ham,give one miss number please
Jus came back fr lunch wif my sis only. U leh?,ham,jus came back fr lunch wif sis u leh
How is your schedule next week? I am out of town this weekend.,ham,schedule next week town weekend
Really good:)dhanush rocks once again:),ham,really gooddhanush rocks
Lmao ok I wont be needing u to do my hair anymore.,ham,lmao ok wont needing u hair anymore
"Miss ya, need ya, want ya, love ya.",ham,miss ya need ya want ya love ya
Sorry i'm not free...,ham,sorry im free
Do u ever get a song stuck in your head for no reason and it won't go away til u listen to it like 5 times?,ham,u ever get song stuck head reason wont go away til u listen like 5 times
Nt yet chikku..simple habba..hw abt u?,ham,nt yet chikkusimple habbahw abt u
"Got ur mail Dileep.thank you so muchand look forward to lots of support...very less contacts here,remember one venugopal you mentioned.tomorrow if not late,i shall try to come up till there.goodnight dear.",ham,got ur mail dileepthank muchand look forward lots supportvery less contacts hereremember one venugopal mentionedtomorrow latei shall try come till theregoodnight dear
Sometimes Heart Remembrs someone Very much... Forgets someone soon... Bcoz Heart will not like everyone. But liked ones will be Remembered Everytime... BSLVYL,ham,sometimes heart remembrs someone much forgets someone soon bcoz heart like everyone liked ones remembered everytime bslvyl
Joy's father is John. Then John is the NAME of Joy's father. Mandan,ham,joys father john john name joys father mandan
Hi 07734396839 IBH Customer Loyalty Offer: The NEW NOKIA6600 Mobile from ONLY £10 at TXTAUCTION!Txt word:START to No:81151 & get Yours Now!4T&,smish,hi 07734396839 ibh customer loyalty offer new nokia6600 mobile £10 txtauctiontxt wordstart no81151 get now4t
Hi this is yijue... It's regarding the 3230 textbook it's intro to algorithms second edition... I'm selling it for $50...,ham,hi yijue regarding 3230 textbook intro algorithms second edition im selling 50
SMS AUCTION You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+,smish,sms auction nokia 7250i get win free auction take part send nokia 86021 hgsuite3422lands roww1jhl 16
"K, want us to come by now?",ham,k want us come
How. Its a little difficult but its a simple way to enter this place,ham,little difficult simple way enter place
Ha... Both of us doing e same thing. But i got tv 2 watch. U can thk of where 2 go tonight or u already haf smth in mind...,ham,ha us e thing got tv 2 watch u thk 2 go tonight u already haf smth mind
Dont show yourself. How far. Put new pictures up on facebook.,ham,dont show far put new pictures facebook
Watching tv now. I got new job :),ham,watching tv got new job
"Good afternoon sexy buns! How goes the job search ? I wake and you are my first thought as always, my love. I wish your fine and happy and know I adore you!",ham,good afternoon sexy buns goes job search wake first thought always love wish fine happy know adore
"I'm not coming over, do whatever you want",ham,im coming whatever want
"Its ok chikku, and its my 1 of favourite song..:-)",ham,ok chikku 1 favourite song
Did u see what I posted on your Facebook?,ham,u see posted facebook
Call FREEPHONE 0800 542 0578 now!,smish,call freephone 0800 542 0578
Buy Space Invaders 4 a chance 2 win orig Arcade Game console. Press 0 for Games Arcade (std WAP charge) See o2.co.uk/games 4 Terms + settings. No purchase,smish,buy space invaders 4 chance 2 win orig arcade game console press 0 games arcade std wap charge see o2coukgames 4 terms settings purchase
"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st ""Ur Lovely Friendship""... good morning dear",ham,7 wonders world 7th 6th ur style 5th ur smile 4th ur personality 3rd ur nature 2nd ur sms 1st ur lovely friendship good morning dear
"Loan for any purpose £500 - £75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'",smish,loan purpose £500 £75000 homeowners tenants welcome previously refused still help call free 0800 1956669 text back help
BIG BROTHER ALERT! The computer has selected u for 10k cash or #150 voucher. Call 09064018838. NTT PO Box CRO1327 18+ BT Landline Cost 150ppm mobiles vary,smish,big brother alert computer selected u 10k cash 150 voucher call 09064018838 ntt po box cro1327 18 bt landline cost 150ppm mobiles vary
";-( oh well, c u later",ham,oh well c u later
My uncles in Atlanta. Wish you guys a great semester.,ham,uncles atlanta wish guys great semester
No dear i do have free messages without any recharge. Hi hi hi,ham,dear free messages without recharge hi hi hi
"Dont search love, let love find U. Thats why its called falling in love, bcoz U dont force yourself, U just fall and U know there is smeone to hold U... BSLVYL",ham,dont search love let love find u thats called falling love bcoz u dont force u fall u know smeone hold u bslvyl
I dun believe u. I thk u told him.,ham,dun believe u thk u told
"Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!",ham,know god created gap fingers one made comes amp fills gaps holding hand love
Yes:)sura in sun tv.:)lol.,ham,yessura sun tvlol
Arun can u transfr me d amt,ham,arun u transfr amt
Takin a shower now but yeah I'll leave when I'm done,ham,takin shower yeah ill leave im done
Am not working but am up to eyes in philosophy so will text u later when a bit more free for chat...,ham,working eyes philosophy text u later bit free chat
U havent lost me ill always b here 4u.i didnt intend 2 hurt u but I never knew how u felt about me when Iwas+marine&thats what itried2tell urmom.i careabout u,ham,u havent lost ill always b 4ui didnt intend 2 hurt u never knew u felt iwasmarinethats itried2tell urmomi careabout u
"WIN: We have a winner! Mr. T. Foley won an iPod! More exciting prizes soon, so keep an eye on ur mobile or visit www.win-82050.co.uk",smish,win winner mr foley ipod exciting prizes soon keep eye ur mobile visit wwwwin82050couk
You bad girl. I can still remember them,ham,bad girl still remember
How much i gave to you. Morning.,ham,much gave morning
"I hope your alright babe? I worry that you might have felt a bit desparate when you learned the job was a fake ? I am here waiting when you come back, my love",ham,hope alright babe worry might felt bit desparate learned job fake waiting come back love
"Hey, can you tell me blake's address? Carlos wanted me to meet him there but I got lost and he's not answering his phone",ham,hey tell blakes address carlos wanted meet got lost hes answering phone
Can i get your opinion on something first?,ham,get opinion something first
