MainText,Phishing,Label,CleanText
"Your verification code is 118443. This code expires in 24 hours. If it expires, please request a new verification code. This is an automated message. We will not contact you directly to request any personal information. Your verification code is 670198. This code expires in 24 hours. If it expires, please request a new verification code. This is an automated message. We will not contact you directly to request any personal information.",,ham,verification code 118443 code expires 24 hours expires please request new verification code automated message contact directly request personal information verification code 670198 code expires 24 hours expires please request new verification code automated message contact directly request personal information
5 Minute Survey For $100 Gift From Home Depot http://operateepidemic.com/sotelQ,0.0,ham,5 minute survey 100 gift home depot httpoperateepidemiccomsotelq
"BOFA-ALERT: Your Online Deposit Checking Account has been locked due to suspicious activities. For protection, please http://hnter.ml information.",1.0,smish,bofaalert online deposit checking account locked due suspicious activities protection please httphnterml information
Drop Thirty Pounds in Less Than Thirty Days! See How and Try it for Absolutely No Cost! remedyfr.com/index.php?key=d2jqpwg6d7a2uz7cs98z&h=rjwBM9SGg,5.0,smish,drop thirty pounds less thirty days see try absolutely cost remedyfrcomindexphpkeyd2jqpwg6d7a2uz7cs98zhrjwbm9sgg
Try Our New Belly Fat Buster for No Cost! Lose 15 lbs in the First Week or Pay Nothing! remedyfr.com/index.php?key=d2jqpwg6d7a2uz7cs98z&h=GOGlqvlGm,5.0,smish,try new belly fat buster cost lose 15 lbs first week pay nothing remedyfrcomindexphpkeyd2jqpwg6d7a2uz7cs98zhgoglqvlgm
did you know britney spears takes this to control her weight. http://fierceseventh.boutique/XEQWCSCm,0.0,ham,know britney spears takes control weight httpfierceseventhboutiquexeqwcscm
Wells Attention for C Go to http://account.my-profile-33923332.com,4.0,smish,wells attention c go httpaccountmyprofile33923332com
<#>BANKOFAMERICA: Update your account information due to repeated login attempts on boasmsportal.online immediately.,3.0,smish,bankofamerica update account information due repeated login attempts boasmsportalonline immediately
The CA Dept of Public Health was notified of your COVID-19 test. Tap https://us-ca.en.express/v?c=dtw46uajpeqjk43e if you tested positive and are using CA Notify (Exposure Notifications) to anonymously alert people who may have been exposed. (Link expires in 24 hours). Your personal info is not shared with other users. Text STOP to stop / HELP for help or call 833-422-4255. \nAuthentication:0204:r5v5sms:MEQCIGQ1Nhg8f7nZlm2Si68Ya/674MV6/p4tKqKeQiHudv7AiAbn848sebwS/QGEk1vZT00XcKoNi3AzJ8f1OVBeawYwg,0.0,ham,ca dept public health notified covid19 test tap httpsuscaenexpressvcdtw46uajpeqjk43e tested positive using ca notify exposure notifications anonymously alert people may exposed link expires 24 hours personal info shared users text stop stop help help call 8334224255 nauthentication0204r5v5smsmeqcigq1nhg8f7nzlm2si68ya674mv6p4tkqkeqihudv7aiabn848sebwsqgek1vzt00xckoni3azj8f1ovbeawywg
"The USPS package has arrived at the warehouse and cannot be delivered due to incomplete address information. Please confirm your address in the link within 12 hours. https://uspgfs.top (Please reply to Y, then exit the SMS, open the SMS activation link again, or copy the link to Safari browser and open it) The US Postal team wishes you a wonderful day",0.0,ham,usps package arrived warehouse delivered due incomplete address information please confirm address link within 12 hours httpsuspgfstop please reply exit sms open sms activation link copy link safari browser open us postal team wishes wonderful day
"Parcel_Tracking: Hi, your package containing the track # 767722YX2 is waiting for you to check the shipping location: packagetrace.biz/d54pv",0.0,ham,parceltracking hi package containing track 767722yx2 waiting check shipping location packagetracebizd54pv
Citizen Bank : we have observed a potential risk related to your account for your protection we have locked your access as a precaution and require you to visit the secured link below to access into your account https://citizen3.swaratechnology.com/indexs.php?inc,1.0,smish,citizen bank observed potential risk related account protection locked access precaution require visit secured link access account httpscitizen3swaratechnologycomindexsphpinc
"Your hardware wallet has been deactivated. Due to the new KYC regulations, you are required to pass vficton: ledger.com.device.id.657377.a.p/vficton",0.0,ham,hardware wallet deactivated due new kyc regulations required pass vficton ledgercomdeviceid657377apvficton
"Good Day! Your Union Bank account has been flagged for fraudulent transaction. Your account will be disabled in 24 hours. Verify your account here: https://tinyurl.com/UBPVerify Good Day! We would like to notify Union Bank users about the data breach happened yesterday. Affected users will receive this message. To avoid disabling of account in 24 hours, update your details here: https://online.unionbankph.com: verify@kalapradarshini.com",0.0,ham,good day union bank account flagged fraudulent transaction account disabled 24 hours verify account httpstinyurlcomubpverify good day would like notify union bank users data breach happened yesterday affected users receive message avoid disabling account 24 hours update details httpsonlineunionbankphcom verifykalapradarshinicom
"Your account is on hold. We're having some trouble with your current billing information. Recovery your account immediately click link bellow: http://www.netflix.com:911@s955341113.onlinehome.us/ven Please take action on your account within 48 hours to avoid permanent suspension. Regards, Netflix Service",0.0,ham,account hold trouble current billing information recovery account immediately click link bellow httpwwwnetflixcom911s955341113onlinehomeusven please take action account within 48 hours avoid permanent suspension regards netflix service
these great products are available now! See all details here: https://my-trufl.com/TZWF37FdJ05 reply STOP to opt out Meet your Muse! Tap in to see: https://my-trufl.com/TZYWBKZZZM4 reply STOP to opt out Last Call To Get This Week's I Deals! Only Hours Left To Save: https://my-trufl.com/TZYSYj4eEG7 reply STOP to opt out,0.0,ham,great products available see details httpsmytruflcomtzwf37fdj05 reply stop opt meet muse tap see httpsmytruflcomtzywbkzzzm4 reply stop opt last call get weeks deals hours left save httpsmytruflcomtzysyj4eeg7 reply stop opt
"Hi, I'm thinking of using one of your photos as a source of inspiration for my art project i'm working on for a museum. You'll be getting compensated for it and also given credits, are you down?",,ham,hi im thinking using one photos source inspiration art project im working museum youll getting compensated also given credits
"Bienvenido. Recuerda que con Amigo Sin Limite, por Segundo, Optimo, Optimo Plus los Min, SMS, y MB en EUA te cuestan lo mismo que en Mexico. Tarifas Roaming son: $3.00 MB, $3.00 Min, $3.00 SMS. Tarifas en pesos IVA inc. Mas info +525525813300 o telcel.com. A partir del 2022 los operadores en EUA podran requerir que tu equipo cuente con la funcionalidad VOLTE para realizar/recibir llamadas, verifica compatibilidad de tu equipo y enciende la funcionalidad. Mas info. https://bit.ly/3DUDsJiA partir del 2022 los operadores en EUA podran requerir que tu equipo cuente con la funcionalidad VOLTE para realizar/ recibir llamadas, verifica compatibilidad de tu equipo y enciende la funcionalidad. Mas info. https://bit.ly/3DUDsJi",0.0,ham,bienvenido recuerda que con amigo sin limite por segundo optimo optimo plus los min sms mb en eua te cuestan lo mismo que en mexico tarifas roaming son 300 mb 300 min 300 sms tarifas en pesos iva inc mas info 525525813300 telcelcom partir del 2022 los operadores en eua podran requerir que tu equipo cuente con la funcionalidad volte para realizarrecibir llamadas verifica compatibilidad de tu equipo enciende la funcionalidad mas info httpsbitly3dudsjia partir del 2022 los operadores en eua podran requerir que tu equipo cuente con la funcionalidad volte para realizar recibir llamadas verifica compatibilidad de tu equipo enciende la funcionalidad mas info httpsbitly3dudsji
* *Dear. You are invited to join the ( Bitcoin) internal discussion group. Reply number '1' and click the link to join.https://chat.whatsapp.com/FH4euuc6Usj3Jryg1zGOQs,0.0,ham,dear invited join bitcoin internal discussion group reply number 1 click link joinhttpschatwhatsappcomfh4euuc6usj3jryg1zgoqs
"We would like to invite you to join our B.t.c discussion group to share transaction information every day. Reply to the number """"1"""" and click the link to join. https://chat.whatsapp.com/DwgaJGaBiUW3PLPfszRsuf",0.0,ham,would like invite join btc discussion group share transaction information every day reply number 1 click link join httpschatwhatsappcomdwgajgabiuw3plpfszrsuf
"CIEE Study Abroad is getting a glow-up in Europe! In 2024, you can study in Florence, Milan, Glasgow, Edinburgh, and more. Apply for one of these cities, and you'll get a guaranteed flight voucher worth up to $1,500! Learn more: bit.ly/3C41PWG",1.0,smish,ciee study abroad getting glowup europe 2024 study florence milan glasgow edinburgh apply one cities youll get guaranteed flight voucher worth 1500 learn bitly3c41pwg
"[USP-postal] Sorry because your delivery address is wrong, your package has been stopped, please update the address: rebrand.ly/usp36",2.0,smish,usppostal sorry delivery address wrong package stopped please update address rebrandlyusp36
Your Amazon account has been charged with $499. Call Amazon Support if you did not authorize this transaction. Call Support for refund +1-888-210-6365,,ham,amazon account charged 499 call amazon support authorize transaction call support refund 18882106365
This is a gift to express our gratitude for your exceptional payment record. Merry Christmas! T Mobile rlwrr.info/d4csZAeztK ,0.0,ham,gift express gratitude exceptional payment record merry christmas mobile rlwrrinfod4cszaeztk
This is a gift to express our gratitude for your exceptional payment record. Merry Christmas! d3f7a.info/6CVRmQm71 ,0.0,ham,gift express gratitude exceptional payment record merry christmas d3f7ainfo6cvrmqm71
This is a gift to express our gratitude for your exceptional payment record. Merry Christmas! r9ljg.info/spCdY46rle ,0.0,ham,gift express gratitude exceptional payment record merry christmas r9ljginfospcdy46rle
